state,election_year,jurisdiction_name,source_id,source_level,row_method,dem_votes,rep_votes,other_votes,total_votes,source_url
SC,2016,Darlington County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,13888,14989,797,29674,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Dillon County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,5834,5637,227,11698,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Dorchester County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,24055,34987,3525,62567,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Edgefield County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,4491,6842,311,11644,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Fairfield County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,6945,4027,295,11267,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Florence County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,26710,29573,1648,57931,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Georgetown County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,13310,17389,958,31657,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Greenville County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,74483,127832,12850,215165,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Greenwood County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,10711,16961,1091,28763,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Hampton County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,5170,3488,148,8806,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Horry County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,39410,89288,4222,132920,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Jasper County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,5956,5187,284,11427,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Kershaw County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,10330,17542,1123,28995,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Lancaster County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,13812,23719,1407,38938,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Laurens County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,8889,16816,861,26566,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Lee County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,5199,2803,154,8156,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Lexington County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,35230,80026,6837,122093,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Marion County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,8569,5444,263,14276,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Marlboro County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,5954,4267,168,10389,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,McCormick County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,2479,2652,85,5216,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Newberry County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,6217,10017,573,16807,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Oconee County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,7998,24178,1459,33635,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Orangeburg County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,26318,11931,661,38910,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Pickens County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,10354,36236,2459,49049,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Richland County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,108000,52469,8253,168722,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Saluda County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,2813,5526,225,8564,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Spartanburg County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,39997,76277,4816,121090,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Sumter County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,24047,18745,1294,44086,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Union County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,4729,7061,302,12092,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,Williamsburg County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,9953,4864,237,15054,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2016,York County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,41593,66754,6010,114357,https://sc.elstats.civera.com/api/download_contest/5292_table.csv?split_party=false
SC,2020,Abbeville County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,4101,8215,117,12433,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Aiken County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,32275,51589,1321,85185,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Allendale County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,2718,835,40,3593,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Anderson County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,27169,67565,1359,96093,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Bamberg County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,4010,2417,55,6482,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Barnwell County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,4720,5492,109,10321,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Beaufort County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,43419,53194,1222,97835,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Berkeley County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,45223,57397,1838,104458,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Calhoun County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,3905,4305,81,8291,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Charleston County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,121485,93297,4075,218857,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Cherokee County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,6983,18043,244,25270,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Chester County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,6941,8660,156,15757,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Chesterfield County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,7431,11297,148,18876,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Clarendon County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,8250,8361,122,16733,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Colleton County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,8602,10440,241,19283,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Darlington County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,15220,16832,365,32417,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Dillon County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,6436,6582,83,13101,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Dorchester County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,33824,41913,1541,77278,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Edgefield County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,4953,8184,167,13304,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Fairfield County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,7382,4625,129,12136,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Florence County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,31153,32615,742,64510,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Georgetown County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,15822,20487,359,36668,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Greenville County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,103030,150021,5104,258155,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Greenwood County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,12145,19431,430,32006,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Hampton County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,5323,3906,76,9305,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Horry County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,59180,118821,1743,179744,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Jasper County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,7185,7078,131,14394,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Kershaw County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,12699,20471,459,33629,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Lancaster County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,18937,30312,619,49868,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Laurens County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,10159,20004,325,30488,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Lee County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,5329,3008,94,8431,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Lexington County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,49301,92817,2450,144568,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Marion County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,8872,5711,121,14704,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Marlboro County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,6290,5044,112,11446,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,McCormick County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,2687,2958,52,5697,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Newberry County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,6958,11443,230,18631,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Oconee County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,10414,29698,556,40668,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Orangeburg County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,27295,13603,307,41205,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Pickens County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,13645,42907,994,57546,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Richland County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,132570,58313,2939,193822,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Saluda County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,2963,6210,101,9274,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Spartanburg County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,52926,93560,2169,148655,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Sumter County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,27379,21000,541,48920,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Union County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,4935,8183,139,13257,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,Williamsburg County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,10289,5532,164,15985,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
SC,2020,York County,sc-historical-presidential-baseline,county,historicalPresidentialCsv,59008,82727,2315,144050,https://sc.elstats.civera.com/api/download_contest/1974_table.csv?split_party=false
