state,election_year,jurisdiction_name,jurisdiction_code,source_id,source_level,row_method,dem_votes,rep_votes,other_votes,total_votes,source_url
CO,2016,Sedgwick County,,co-2016-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,267,1015,82,1364,https://historicalelectiondata.coloradosos.gov/contest/4436
CO,2016,Summit County,,co-2016-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,9557,5100,1517,16174,https://historicalelectiondata.coloradosos.gov/contest/4436
CO,2016,Teller County,,co-2016-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,3603,9745,1096,14444,https://historicalelectiondata.coloradosos.gov/contest/4436
CO,2016,Washington County,,co-2016-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,296,2299,138,2733,https://historicalelectiondata.coloradosos.gov/contest/4436
CO,2016,Weld County,,co-2016-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,46519,76651,12260,135430,https://historicalelectiondata.coloradosos.gov/contest/4436
CO,2016,Yuma County,,co-2016-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,726,3850,215,4791,https://historicalelectiondata.coloradosos.gov/contest/4436
CO,2020,Adams County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,134202,95657,6881,236740,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Alamosa County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,3759,3813,236,7808,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Arapahoe County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,213607,127323,9253,350183,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Archuleta County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,3738,5189,217,9144,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Baca County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,317,1867,41,2225,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Bent County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,732,1503,39,2274,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Boulder County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,159089,42501,4521,206111,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Broomfield County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,29077,16295,1260,46632,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Chaffee County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,7160,6222,336,13718,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Cheyenne County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,131,993,12,1136,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Clear Creek County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,3604,2754,190,6548,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Conejos County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,1959,2286,88,4333,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Costilla County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,1311,741,42,2094,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Crowley County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,437,1271,42,1750,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Custer County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,1112,2474,49,3635,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Delta County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,5887,13081,402,19370,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Denver County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,313293,71618,8918,393829,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Dolores County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,341,1089,19,1449,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Douglas County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,104653,121270,5682,231605,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Eagle County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,18588,9892,660,29140,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,El Paso County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,161941,202828,14082,378851,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Elbert County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,4490,14027,466,18983,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Fremont County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,7369,17517,671,25557,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Garfield County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,15427,14717,760,30904,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Gilpin County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,2223,1833,130,4186,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Grand County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,4710,4883,277,9870,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Gunnison County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,7132,3735,323,11190,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Hinsdale County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,255,353,24,632,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Huerfano County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,2076,2203,127,4406,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Jackson County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,175,681,20,876,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Jefferson County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,218396,148417,10545,377358,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Kiowa County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,98,795,10,903,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Kit Carson County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,662,3144,65,3871,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,La Plata County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,20548,14233,886,35667,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Lake County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,2303,1497,161,3961,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Larimer County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,126120,91489,6729,224338,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Las Animas County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,3497,4284,180,7961,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Lincoln County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,470,2135,46,2651,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Logan County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,2218,8087,227,10532,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Mesa County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,31536,56894,2193,90623,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Mineral County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,317,427,12,756,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Moffat County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,1203,5670,153,7026,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Montezuma County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,5836,9306,358,15500,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Montrose County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,7687,16770,465,24922,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Morgan County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,3876,9593,275,13744,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Otero County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,3605,5756,215,9576,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Ouray County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,2365,1577,78,4020,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Park County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,4903,6991,397,12291,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Phillips County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,486,1958,41,2485,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Pitkin County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,8989,2780,188,11957,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Prowers County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,1458,4008,95,5561,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Pueblo County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,43772,42252,2277,88301,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Rio Blanco County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,561,3061,69,3691,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Rio Grande County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,2495,3660,150,6305,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Routt County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,10582,5925,369,16876,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Saguache County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,1884,1413,92,3389,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,San Juan County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,342,202,18,562,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,San Miguel County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,3924,1136,87,5147,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Sedgwick County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,301,1121,24,1446,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Summit County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,12631,5322,526,18479,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Teller County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,5278,11241,420,16939,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Washington County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,369,2595,44,3008,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Weld County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,66060,96145,4769,166974,https://historicalelectiondata.coloradosos.gov/contest/3640
CO,2020,Yuma County,,co-2020-general-president-list,county,coloradoHistoricalElectionDataContestCsvCountyAggregate,785,4107,89,4981,https://historicalelectiondata.coloradosos.gov/contest/3640
